name,name_norm,mv_eur,dob,contract,sub_position,club
Stefan Strandberg,stefan strandberg,450000,1990-07-25,2024-12-31,Centre-Back,US Salernitana 1919
Florian Hart,florian hart,300000,1990-05-11,,Central Midfield,Sönderjyske Fodbold
André Martins,andre martins,200000,1987-03-26,,Centre-Forward,Inverness Caledonian Thistle FC
Eyjólfur Hédinsson,eyjolfur hedinsson,25000,1985-01-01,,Defensive Midfield,FC Midtjylland
Efecan Karaca,efecan karaca,100000,1989-11-16,,Right Winger,Alanyaspor
Anil Karaer,anil karaer,275000,1988-07-04,,Centre-Back,Ankaraspor
Elia Soriano,elia soriano,50000,1989-06-26,,Centre-Forward,VVV-Venlo
Kasper Fisker,kasper fisker,200000,1988-05-22,,Central Midfield,Bröndby IF
Bartlomiej Babiarz,bartlomiej babiarz,25000,1989-02-03,2023-06-30,Attacking Midfield,Apollon Smyrnis
Mahmut Temür,mahmut temur,50000,,,Centre-Forward,Mersin Talimyurdu SK
Giel Deferm,giel deferm,250000,1988-06-30,,Defensive Midfield,Beerschot AC
Ömer Sismanoglu,omer sismanoglu,100000,1989-08-01,2023-06-30,Centre-Forward,Erzurumspor FK
Justin Eilers,justin eilers,25000,1988-06-13,2023-06-30,Centre-Forward,Apollon Smyrnis
Adnan Aganovic,adnan aganovic,300000,1987-10-03,2027-06-30,Central Midfield,AFC Unirea 04 Slobozia
Sébastien Bruzzese,sebastien bruzzese,100000,1989-03-01,,Goalkeeper,Cercle Brugge
Chicharito,chicharito,1000000,1988-06-01,,Centre-Forward,Deportivo Guadalajara
Maurice Edu,maurice edu,275000,1986-04-18,,Defensive Midfield,Bursaspor
Maxime Baca,maxime baca,500000,1983-06-02,,Right-Back,EA Guingamp
Johny Placide,johny placide,250000,1988-01-29,2026-06-30,Goalkeeper,SC Bastia
Alexander Kacaniklic,alexander kacaniklic,250000,1991-08-13,2024-05-31,Right Winger,FC Nantes
Héctor Moreno,hector moreno,1000000,1988-01-17,,Centre-Back,CF Monterrey
Daniel Davari,daniel davari,75000,1988-01-06,2024-06-30,Goalkeeper,Eintracht Braunschweig
Licá,lica,200000,1988-09-08,2023-06-30,Left Winger,B SAD
Stefan Kutschke,stefan kutschke,250000,1988-11-03,2024-06-30,Centre-Forward,SC Paderborn 07
Ignacio Scocco,ignacio scocco,700000,1985-05-29,,Centre-Forward,Sunderland AFC
Gonçalo Abreu,goncalo abreu,75000,1986-06-25,,Right Winger,CS Marítimo
Peter Pekarík,peter pekarik,500000,1986-10-30,2026-06-30,Right-Back,
Jan Washausen,jan washausen,100000,1988-10-12,,Defensive Midfield,Eintracht Braunschweig
Adil Rami,adil rami,250000,1985-12-27,,Centre-Back,ESTAC Troyes
Aleksandar Lazevski,aleksandar lazevski,25000,1988-01-21,2024-06-30,Left-Back,Goverla Uzhgorod (- 2016)
Aleksandar Mitrović,aleksandar mitrovic,28000000,1994-09-16,2028-06-30,Centre-Forward,
Zivko Zivkovic,zivko zivkovic,250000,1989-04-14,,Goalkeeper,Panetolikos Agrinio
Aleksandrs Cauna,aleksandrs cauna,300000,1988-01-19,,Defensive Midfield,PFK CSKA Moskva
Apostolos Giannou,apostolos giannou,225000,1990-01-25,2023-05-31,Centre-Forward,Omilos Filathlon Irakliou FC
Jens Hegeler,jens hegeler,500000,1988-01-22,,Central Midfield,Hertha BSC
Fernando,fernando,2000000,1987-07-25,,Defensive Midfield,Sport Club Internacional
Marcel Risse,marcel risse,300000,1989-12-17,2023-06-30,Right Winger,1.FC Köln
Julian Schauerte,julian schauerte,100000,1988-04-02,2024-06-30,Right-Back,KAS Eupen
Nicolás Spolli,nicolas spolli,200000,1983-02-20,,Centre-Back,FC Crotone
Marc Vucinovic,marc vucinovic,150000,,,,SC Paderborn 07
Djalma,djalma,25000,1987-05-30,2023-06-30,Right Winger,SC Farense
Daylon Claasen,daylon claasen,425000,1990-01-28,2026-06-30,Right Winger,Lierse SK (- 2018)
Hernán Rengifo,hernan rengifo,25000,1983-04-18,2023-12-31,Centre-Forward,Sivasspor
Carlos Sánchez,carlos sanchez,250000,1986-02-06,2023-12-31,Defensive Midfield,West Ham United
Danilo,danilo,200000,1990-01-13,,Attacking Midfield,Antalyaspor
Adlan Katsaev,adlan katsaev,100000,1988-02-20,,Right Midfield,Anzhi Makhachkala ( -2022)
Zaur Sadaev,zaur sadaev,100000,1989-11-06,,Centre-Forward,MKE Ankaragücü
Rizvan Utsiev,rizvan utsiev,50000,1988-02-07,,Right-Back,RFK Akhmat Grozny
Ismail Ediev,ismail ediev,25000,1988-02-16,,Centre-Back,SKA Khabarovsk
Mamadou Bah,mamadou bah,250000,1988-04-25,,Defensive Midfield,VfB Stuttgart
Rémi Gomis,remi gomis,250000,1984-02-14,,Defensive Midfield,FC Nantes
Simon Zenke,simon zenke,125000,1988-12-24,,Right Winger,Basaksehir FK
Khalifa Sankaré,khalifa sankare,200000,1984-08-15,,Centre-Back,A.G.S Asteras Tripolis
Anel Hadzic,anel hadzic,125000,1989-08-16,,Defensive Midfield,Eskisehirspor
Matthew Briggs,matthew briggs,100000,1991-03-06,,Centre-Back,Vejle Boldklub
Darren Randolph,darren randolph,300000,1987-05-12,,Goalkeeper,AFC Bournemouth
Georg Margreitter,georg margreitter,100000,1988-11-07,2023-06-30,Centre-Back,1.FC Nuremberg
Michael Lang,michael lang,200000,1991-02-08,,Right-Back,FC Basel 1893
Mikkel Rygaard,mikkel rygaard,800000,1990-12-25,2026-12-31,Central Midfield,BK Häcken
Ermin Zec,ermin zec,50000,1988-02-18,,Left Winger,Kardemir Karabükspor
Raúl Bobadilla,raul bobadilla,175000,1987-06-18,2023-06-30,Centre-Forward,Borussia Mönchengladbach
Fabien Robert,fabien robert,250000,1989-01-06,,Left Midfield,FC Lorient
Manuel Arana,manuel arana,400000,1984-12-03,,Right Winger,Rayo Vallecano
Ángel Dealbert,angel dealbert,200000,1983-01-01,,Centre-Back,Kuban Krasnodar (-2018)
Markel Bergara,markel bergara,500000,1986-05-05,,Defensive Midfield,Getafe CF
Stephen McGinn,stephen mcginn,325000,1988-12-02,2023-05-31,Central Midfield,Hibernian FC
Joe Allen,joe allen,700000,1990-03-14,,Central Midfield,
Luis Aguiar,luis aguiar,10000,1985-11-17,2023-12-31,Central Midfield,SC Braga
Guillermo Molins,guillermo molins,150000,1988-09-26,,Centre-Forward,Panathinaikos Athlitikos Omilos
Mateo Kovacic,mateo kovacic,15000000,1994-05-06,2027-06-30,Central Midfield,Manchester City
Mikel Rico,mikel rico,200000,1984-11-04,2023-06-30,Central Midfield,SD Huesca
Aritz López Garai,aritz lopez garai,200000,1980-11-06,,Central Midfield,Córdoba CF
Ridge Munsy,ridge munsy,100000,1989-07-09,2023-06-30,Centre-Forward,Erzurumspor FK
Jaime Jiménez,jaime jimenez,100000,1980-12-10,,Goalkeeper,SD Eibar
Ángel Rodríguez,angel rodriguez,600000,1987-04-26,2025-06-30,Centre-Forward,RCD Mallorca
Bruno Saltor,bruno saltor,750000,1980-10-01,,Right-Back,Brighton & Hove Albion
Michael Almebäck,michael almeback,200000,1988-04-04,,Centre-Back,Esbjerg fB
Artem Kasyanov,artem kasyanov,50000,1983-04-20,,Defensive Midfield,Metalist Kharkiv (- 2016)
Kike Sola,kike sola,500000,1986-02-25,,Centre-Forward,Athletic Bilbao
Domingo Cisma,domingo cisma,200000,1982-02-09,,Left-Back,Elche CF
Albert Crusat,albert crusat,750000,1982-05-13,,Left Winger,Wigan Athletic
Henri Saivet,henri saivet,500000,1990-10-26,2024-06-30,Attacking Midfield,Newcastle United
Patrick Salomon,patrick salomon,200000,1988-06-10,,Central Midfield,APS Atromitos Athinon
Julien Toudic,julien toudic,250000,1985-12-19,,Centre-Forward,Zulte Waregem
Mario Bermejo,mario bermejo,200000,1978-10-07,,Second Striker,Celta de Vigo
Mané,mane,500000,1981-12-21,,Left-Back,UD Almería
Carlos Bellvís,carlos bellvis,100000,1985-04-24,,Left-Back,Celta de Vigo
Chema,chema,150000,1980-04-25,,Goalkeeper,AO Xanthi
Mikel Arruabarrena,mikel arruabarrena,100000,1983-02-09,,Second Striker,SD Eibar
Mario Martínez,mario martinez,50000,1985-03-25,,Attacking Midfield,Boavista FC
Pedro León,pedro leon,800000,1986-11-24,2023-06-30,Right Winger,SD Eibar
Ilhan Eker,ilhan eker,25000,1983-01-01,,Centre-Back,Kasimpasa
Marin Leovac,marin leovac,100000,1988-08-07,,Left-Back,NK Lokomotiva Zagreb
Sergey Davydov,sergey davydov,100000,1985-07-22,,Centre-Forward,Torpedo Moscow
Umut Sözen,umut sozen,50000,1990-01-27,2024-06-30,Central Midfield,Gençlerbirliği Spor Kulübü
Tevfik Altindag,tevfik altindag,50000,1988-10-26,2023-06-30,Central Midfield,Adanaspor
Seán Dillon,sean dillon,300000,1983-07-30,2024-05-31,Centre-Back,Dundee United FC
Pedro Alcalá,pedro alcala,400000,1989-03-19,2023-06-30,Centre-Back,Cádiz CF
Carl Finnigan,carl finnigan,200000,1986-10-01,,Centre-Forward,Dundee FC
Kiko Olivas,kiko olivas,800000,1988-08-21,2024-06-30,Centre-Back,Real Valladolid CF
Ermin Bicakcic,ermin bicakcic,400000,1990-01-24,2026-06-30,Centre-Back,
Chico Flores,chico flores,475000,1987-03-06,,Centre-Back,FC Rubin Kazan
Jacobo Sanz,jacobo sanz,300000,1983-07-10,,Goalkeeper,Panthessalonikios Athlitikos Omilos Konstantinoupoliton
Sergio Asenjo,sergio asenjo,700000,1989-06-28,2024-06-30,Goalkeeper,Real Valladolid CF
Sisi González,sisi gonzalez,200000,1986-04-22,,Attacking Midfield,Veria NPS
Toni Moral,toni moral,350000,1981-08-29,,Left Winger,AO Platanias
Wellington Paulista,wellington paulista,150000,1983-04-22,2023-12-31,Centre-Forward,West Ham United
Alberto Domínguez,alberto dominguez,100000,1988-02-11,2024-06-30,Goalkeeper,Getafe CF
Jamie Murphy,jamie murphy,300000,1989-08-28,2025-05-31,Left Winger,St. Johnstone FC
Andrew Shinnie,andrew shinnie,150000,1989-07-17,,Attacking Midfield,Livingston FC
Marco Mancosu,marco mancosu,400000,1988-08-22,,Attacking Midfield,Cagliari Calcio
Ugur Akdemir,ugur akdemir,50000,1988-09-22,2024-06-30,Right-Back,Balikesirspor
Emrah Tuncel,emrah tuncel,25000,1987-09-14,,Goalkeeper,Akhisarspor
Alphousseyni Keita,alphousseyni keita,700000,1985-11-13,,Defensive Midfield,Gil Vicente FC
Mickaël Seoudi,mickael seoudi,150000,1986-10-13,,Attacking Midfield,SK Beveren
Aleksey Aravin,aleksey aravin,50000,1986-07-09,,Right-Back,Tom Tomsk
Aleksandr Budakov,aleksandr budakov,50000,1985-02-10,,Goalkeeper,Anzhi Makhachkala ( -2022)
Grigori Chirkin,grigori chirkin,50000,1986-02-26,,Defensive Midfield,FC Orenburg
Andrey Gorbanets,andrey gorbanets,75000,1985-08-24,2023-06-30,Attacking Midfield,Arsenal Tula
Mert Günok,mert gunok,500000,1989-03-01,2028-06-30,Goalkeeper,Beşiktaş Jimnastik Kulübü
Vladislav Ignatjev,vladislav ignatjev,100000,1987-01-20,,Right-Back,FC Rubin Kazan
Mikhail Komkov,mikhail komkov,25000,1984-10-01,2023-06-30,Left Midfield,Enisey Krasnoyarsk
Aleksandr Makarenko,aleksandr makarenko,25000,1986-02-04,,Defensive Midfield,Arsenal Tula
David Tsoraev,david tsoraev,700000,1983-05-07,,Right Winger,Kuban Krasnodar (-2018)
Taha Yalciner,taha yalciner,50000,1987-01-12,2024-06-30,Central Midfield,Alanyaspor
Necati Yilmaz,necati yilmaz,50000,1988-01-21,2023-06-30,Goalkeeper,Caykur Rizespor
Daniel de Oliveira,daniel de oliveira,125000,1985-09-14,2024-06-30,Centre-Forward,Metalurg Donetsk (- 2015)
Petros Kanakoudis,petros kanakoudis,50000,1984-04-16,,Left-Back,AOK Kerkyra
Antonis Ladakis,antonis ladakis,150000,1982-01-25,,Defensive Midfield,Panthrakikos Komotini
Rogério Martins,rogerio martins,100000,1984-11-19,2023-06-30,Attacking Midfield,Panthrakikos Komotini
Aleksandr Dimidko,aleksandr dimidko,250000,1986-01-20,,Centre-Back,SKA Khabarovsk
Marcel Appiah,marcel appiah,75000,1988-03-26,2023-06-30,Centre-Back,NEC Nijmegen
Robbie Kruse,robbie kruse,200000,1988-10-05,2023-06-30,Left Winger,Bayer 04 Leverkusen
Pavao Pervan,pavao pervan,300000,1987-11-13,2027-06-30,Goalkeeper,VfL Wolfsburg
Elini Dimoutsos,elini dimoutsos,75000,1988-06-18,2023-06-30,Central Midfield,PAS Lamia 1964
Onur Ayik,onur ayik,175000,1990-01-28,,Right Winger,Ümraniyespor
Thierry Doubai,thierry doubai,250000,1988-07-01,,Defensive Midfield,FC Sochaux-Montbéliard
Stergios Chatzikosmas,stergios chatzikosmas,50000,1992-11-18,,Left Midfield,Omilos Filathlon Irakliou FC
Dimitrios Kottaridis,dimitrios kottaridis,100000,1981-05-29,,Goalkeeper,Veria NPS
Georgios Lazaridis,georgios lazaridis,100000,1983-07-23,,Goalkeeper,AO Platanias
Athanasios Panteliadis,athanasios panteliadis,150000,1987-09-06,,,APO Levadiakos Football Club
Zanka,zanka,300000,1990-04-23,,Centre-Back,FC Copenhagen
Toni Calvo,toni calvo,350000,1987-03-28,,Right Winger,Veria NPS
Deniz Vural,deniz vural,275000,1988-07-11,2023-06-30,Central Midfield,Alanyaspor
Gia Grigalava,gia grigalava,200000,1989-08-05,2023-06-30,Centre-Back,FC Khimki (-2025)
Maximilian Riedmüller,maximilian riedmuller,25000,1988-01-04,2024-06-30,Goalkeeper,Bayern Munich
Aleksandr Stavpets,aleksandr stavpets,125000,1989-07-04,2023-06-30,Right Winger,Ural Yekaterinburg
Abdul Osman,abdul osman,100000,1987-02-27,,Central Midfield,PAS Lamia 1964
Jay Spearing,jay spearing,600000,1988-11-25,,Defensive Midfield,Liverpool FC
Georges Mandjeck,georges mandjeck,200000,1988-12-09,2025-05-31,Defensive Midfield,SK Beveren
Marvin Pourié,marvin pourie,250000,1991-01-08,2023-06-30,Centre-Forward,Randers FC
Patrick van Aanholt,patrick van aanholt,400000,1990-08-29,,Left-Back,Sparta Rotterdam
Riccardo Maniero,riccardo maniero,350000,1987-11-26,2024-06-30,Centre-Forward,Delfino Pescara 1936
Davide Di Gennaro,davide di gennaro,150000,1988-06-16,2023-06-30,Attacking Midfield,Società Sportiva Lazio S.p.A.
Robert Gucher,robert gucher,150000,1991-02-20,2025-06-30,Defensive Midfield,Frosinone Calcio
Stephen Henderson,stephen henderson,300000,1988-05-02,,Goalkeeper,Crystal Palace
Kallum Higginbotham,kallum higginbotham,200000,1989-06-15,2023-05-31,Right Winger,Kilmarnock FC
Benny Rogiest,benny rogiest,50000,1995-08-18,,Goalkeeper,SK Beveren
Dominik Kaiser,dominik kaiser,250000,1988-09-16,,Central Midfield,Bröndby IF
Steeven Langil,steeven langil,250000,1988-03-04,2023-05-31,Left Winger,SK Beveren
Doka Madureira,doka madureira,600000,1984-02-11,,Left Winger,Basaksehir FK
Kolbeinn Sigthórsson,kolbeinn sigthorsson,300000,1990-03-14,,Centre-Forward,FC Nantes
Volkan Babacan,volkan babacan,100000,1988-08-11,2027-06-30,Goalkeeper,Basaksehir FK
Özgür Cek,ozgur cek,25000,1991-01-03,2024-06-30,Left-Back,Denizlispor
Walter Gargano,walter gargano,25000,1984-07-23,2023-12-31,Defensive Midfield,SSC Napoli
Jakob Jantscher,jakob jantscher,400000,1989-01-08,2024-06-30,Centre-Forward,Caykur Rizespor
Batuhan Karadeniz,batuhan karadeniz,350000,1991-04-24,,Centre-Forward,Sivasspor
Güray Vural,guray vural,225000,1988-06-11,,Left-Back,Antalyaspor
Sebastian Giovinco,sebastian giovinco,500000,1987-01-26,,Second Striker,UC Sampdoria
Deniz Naki,deniz naki,300000,1989-07-09,,Second Striker,Gençlerbirliği Spor Kulübü
Bruno Teles,bruno teles,25000,1986-05-01,,Left-Back,FC Paços de Ferreira
Gonzalo Bergessio,gonzalo bergessio,25000,1984-07-20,2023-12-31,Centre-Forward,UC Sampdoria
Maximilian Haas,maximilian haas,750000,1985-12-07,,Centre-Back,Gil Vicente FC
Michal Miskiewicz,michal miskiewicz,200000,1989-01-20,,Goalkeeper,CD Feirense
Didier Digard,didier digard,400000,1986-07-12,,Defensive Midfield,CA Osasuna
Benjamin Hübner,benjamin hubner,700000,1989-07-04,,Centre-Back,TSG 1899 Hoffenheim
Igor Rocha,igor rocha,75000,1984-05-03,2024-06-30,Left-Back,Vitória Setúbal FC
Jonny Hayes,jonny hayes,100000,1987-07-09,,Right Midfield,Aberdeen FC
Michalis Boukouvalas,michalis boukouvalas,125000,1988-01-14,2023-06-30,Right-Back,PAS Giannina
Andreas Lampropoulos,andreas lampropoulos,300000,1988-07-30,,Attacking Midfield,Athlitiki Enosi Larisas
Lefteris Matsoukas,lefteris matsoukas,75000,1990-03-07,2023-06-30,Right Winger,Ionikos Nikeas
Dimitrios Siovas,dimitrios siovas,50000,1988-09-16,2026-06-30,Centre-Back,PAS Lamia 1964
Carlos Eduardo,carlos eduardo,1000000,1987-07-18,,Attacking Midfield,FC Rubin Kazan
Adilson,adilson,2750000,1987-01-16,,Defensive Midfield,RFK Akhmat Grozny
Joaquín Larrivey,joaquin larrivey,300000,1984-08-20,2023-06-30,Centre-Forward,Celta de Vigo
Felipe Mattioni,felipe mattioni,500000,1988-10-15,,Right-Back,Everton FC
Haris Handzic,haris handzic,50000,1990-06-20,2023-06-30,Centre-Forward,FK Ufa
Mikel San José,mikel san jose,700000,1989-05-30,,Defensive Midfield,Athletic Bilbao
Andrey Ivanov,andrey ivanov,150000,1988-10-08,,Left-Back,FK Rostov
Ivan Komissarov,ivan komissarov,50000,1988-05-28,,Goalkeeper,FK Rostov
Artur Maloyan,artur maloyan,75000,1989-02-04,,Centre-Forward,Arsenal Tula
Sergey Parshivlyuk,sergey parshivlyuk,250000,1989-03-18,,Right-Back,FK Dinamo Moskva
Rúben Ribeiro,ruben ribeiro,100000,1987-08-01,,Attacking Midfield,GD Chaves
Chris Basham,chris basham,300000,1988-07-20,,Centre-Back,Sheffield United
Kristof Van Hout,kristof van hout,50000,1987-02-09,2023-06-30,Goalkeeper,KVC Westerlo
Henrique,henrique,150000,1986-10-14,2023-12-31,Centre-Back,B SAD
Pedro Ken,pedro ken,200000,1987-03-20,,Central Midfield,RFK Akhmat Grozny
Antonijo Jezina,antonijo jezina,200000,1989-06-05,,Goalkeeper,Royal Antwerp FC
Sven Schipplock,sven schipplock,75000,1988-11-08,2023-06-30,Centre-Forward,Arminia Bielefeld
Fraser Forster,fraser forster,600000,1988-03-17,2027-06-30,Goalkeeper,AFC Bournemouth
Kazenga LuaLua,kazenga lualua,200000,1990-12-10,2024-06-30,Left Winger,APO Levadiakos Football Club
James Troisi,james troisi,200000,1988-07-03,2023-06-30,Attacking Midfield,Zulte Waregem
Fabian Frei,fabian frei,200000,1989-01-08,,Defensive Midfield,FC Basel 1893
Júlio César,julio cesar,50000,1986-09-02,2023-12-31,Goalkeeper,Getafe CF
Ney Santos,ney santos,250000,1981-02-23,,Defensive Midfield,Vitória Setúbal FC
Dávid Gróf,david grof,175000,1989-04-17,2026-06-30,Goalkeeper,APO Levadiakos Football Club
Sébastien Wüthrich,sebastien wuthrich,100000,1990-05-29,,Attacking Midfield,Montpellier HSC
Nill De Pauw,nill de pauw,300000,1990-01-06,,Right Winger,Royal Antwerp FC
Willian,willian,500000,1988-08-09,2026-12-31,Left Winger,Grêmio Foot-Ball Porto Alegrense
Dentinho,dentinho,250000,1989-01-19,,Centre-Forward,FC Shakhtar Donetsk
Michael Gardawski,michael gardawski,200000,1990-09-25,,Left Midfield,A.G.S Asteras Tripolis
Robin Henkens,robin henkens,100000,1988-09-12,2023-06-30,Central Midfield,KVC Westerlo
David Hubert,david hubert,150000,1988-02-12,,Defensive Midfield,Zulte Waregem
Kadu,kadu,100000,1986-07-20,,Centre-Back,Göztepe
Adam Matuszczyk,adam matuszczyk,75000,1989-02-14,2024-06-30,Defensive Midfield,1.FC Köln
Fabiano,fabiano,400000,1988-02-29,2027-05-31,Goalkeeper,
Ederson Tormena,ederson tormena,175000,1986-01-14,,Defensive Midfield,A.G.S Asteras Tripolis
Marcus Vinícius,marcus vinicius,300000,1985-03-22,,Centre-Back,Basaksehir FK
Taner Yalcin,taner yalcin,25000,1990-02-18,2024-06-30,Defensive Midfield,Kayserispor
Carlão,carlao,100000,1986-01-19,2023-11-30,Centre-Back,Torino FC
Zelão,zelao,700000,1984-11-12,,Centre-Back,Kuban Krasnodar (-2018)
Hernanes,hernanes,350000,1985-05-29,,Attacking Midfield,Juventus FC
Nicolás Bertolo,nicolas bertolo,50000,1986-01-02,2023-12-31,Left Winger,Palermo FC
Josué,josue,500000,1979-07-19,,Defensive Midfield,VfL Wolfsburg
Júnior Moraes,junior moraes,200000,1987-04-04,2023-12-31,Centre-Forward,FC Shakhtar Donetsk
André Dias,andre dias,800000,1979-05-15,,Centre-Back,Società Sportiva Lazio S.p.A.
Marcelo,marcelo,800000,1987-05-20,2024-06-30,Centre-Back,FC Girondins Bordeaux
Ilsinho,ilsinho,200000,1985-10-12,,Right Midfield,FC Shakhtar Donetsk
Felipe Garcia,felipe garcia,200000,1988-01-10,,Goalkeeper,Moreirense FC
Gerson Acevedo,gerson acevedo,100000,1988-04-05,,Central Midfield,Ural Yekaterinburg
Leandro Almeida,leandro almeida,100000,1987-03-14,2024-06-30,Centre-Back,Dynamo Kyiv
Serginho,serginho,100000,1986-08-04,,Defensive Midfield,Akhisarspor
Paulo Henrique,paulo henrique,750000,1989-03-13,,Centre-Forward,Akhisarspor
Renan,renan,25000,1986-06-19,2023-12-31,Defensive Midfield,UC Sampdoria
Renato Augusto,renato augusto,1500000,1988-02-08,,Central Midfield,Fluminense Football Club
Rafael Miranda,rafael miranda,300000,1984-08-11,,Defensive Midfield,Vitória Guimarães SC
Alberto Botía,alberto botia,200000,1989-01-27,,Centre-Back,Athlitiki Enosi Kifisias
Robin Himmelmann,robin himmelmann,150000,1989-02-05,2023-06-30,Goalkeeper,KAS Eupen
Santiago Morero,santiago morero,50000,1982-04-18,,Centre-Back,Chievo Verona
Sebastián Rusculleda,sebastian rusculleda,100000,1985-04-28,,Left Midfield,Panetolikos Agrinio
Philipp Wollscheid,philipp wollscheid,2500000,1989-03-06,,Centre-Back,FC Metz
David Braz,david braz,150000,1987-05-21,2026-11-30,Centre-Back,Mirasol Futebol Clube
Anri Khagush,anri khagush,50000,1986-09-23,,Right-Back,Arsenal Tula
Diego Cavalieri,diego cavalieri,200000,1982-12-01,,Goalkeeper,Crystal Palace
Sergey Krivets,sergey krivets,100000,1986-06-08,,Attacking Midfield,FC Metz
Jonathan Pereira,jonathan pereira,200000,1987-05-12,,Centre-Forward,Rayo Vallecano
Vladyslav Lupashko,vladyslav lupashko,100000,1986-12-04,,Defensive Midfield,Ingulets Petrove
Oleksandr Gladkyi,oleksandr gladkyi,150000,1987-08-24,,Centre-Forward,Chornomorets Odesa
Maurício,mauricio,200000,1988-10-21,,Defensive Midfield,Portimonense SC
Marquinho,marquinho,100000,1986-07-03,,Attacking Midfield,Udinese Calcio
Manu Fernández,manu fernandez,300000,1986-05-09,,Goalkeeper,Deportivo de La Coruña
Kostyantyn Yaroshenko,kostyantyn yaroshenko,10000,1986-09-12,,Attacking Midfield,Karpaty Lviv (-2021)
